1500_finish_s,3000_finish_s,5000_finish_s
215.78,513.65,3424.0
215.78,513.66,3450.0
215.78,513.72,3441.0
215.78,513.78,3442.0
215.78,513.78,3413.0
215.78,513.78,3453.0
215.79,513.79,3447.0
215.79,513.79,3414.0
215.79,513.83,3448.0
215.79,513.84,3411.0
215.79,513.85,3414.0
215.79,513.87,3481.0
215.79,513.9,3481.0
215.79,513.94,3446.0
215.79,513.95,3445.0
215.79,513.96,3445.0
215.79,513.97,3447.0
215.79,513.97,3437.0
215.8,513.98,3437.0
215.8,513.99,3445.0
215.8,514.0,3548.0
215.8,514.02,3490.0
215.8,514.03,3489.0
215.8,514.05,3569.0
215.8,514.06,3574.0
215.8,514.09,3509.0
215.8,514.09,3539.0
215.8,514.1,3557.0
215.8,514.1,3504.0
215.8,514.18,3504.0
215.8,514.19,3515.0
215.8,514.2,3578.0
215.8,514.22,3578.0
215.8,514.25,3606.0
215.8,514.3,3605.0
215.8,514.31,3579.0
215.8,514.31,3571.0
215.8,514.32,3615.0
215.8,514.33,3611.0
215.8,514.35,3608.0
215.8,514.4,3686.0
215.8,514.41,3688.0
215.8,514.43,3670.0
215.8,514.43,3670.0
215.8,514.43,3422.0
215.8,514.47,3425.0
215.8,514.49,3442.0
215.8,514.5,3785.0
215.8,514.51,3814.0
215.8,514.53,3787.0
215.8,514.53,3788.0
215.8,514.58,3782.0
215.81,514.6,3782.0
215.81,514.62,3783.0
215.81,514.62,3936.0
215.81,514.65,3874.0
215.81,514.65,3876.0
215.81,514.65,3876.0
215.81,514.65,3718.0
215.81,514.66,4021.0
215.81,514.67,4060.0
215.81,514.69,4054.0
215.81,514.7,4061.0
215.81,514.73,4060.0
215.81,514.73,4061.0
215.81,514.74,3972.0
215.81,514.79,4011.0
215.81,514.8,4012.0
215.81,514.81,4034.0
215.81,514.85,4148.0
215.81,514.85,4034.0
215.81,514.85,4111.0
215.81,514.9,5073.0
215.81,514.9,3256.0
215.81,514.91,158760.0
215.81,514.96,1365.0
215.82,514.99,1449.0
215.82,514.99,2061.0
215.82,515.02,2162.0
215.82,515.03,2212.0
215.82,515.05,2377.0
215.82,515.05,2530.0
215.82,515.06,1137.0
215.82,515.1,1226.0
215.82,515.11,1264.0
215.82,515.11,1266.0
215.82,515.13,1267.0
215.82,515.18,1317.0
215.82,515.2,1371.0
215.82,515.23,1399.0
215.82,515.26,1411.0
215.82,515.26,1516.0
215.82,515.28,1525.0
215.82,515.3,1527.0
215.82,515.31,1534.0
215.82,515.31,1597.0
215.82,515.32,1612.0
215.82,515.32,1620.0
215.82,515.34,1632.0
215.82,515.37,1643.0
215.82,515.41,1661.0
215.83,515.42,1687.0
215.83,515.45,1709.0
215.83,515.45,1748.0
215.83,515.48,1754.0
215.83,515.48,1758.0
215.83,515.5,1789.0
215.83,515.5,1808.0
215.83,515.5,1809.0
215.83,515.5,1823.0
215.83,515.55,1825.0
215.83,515.55,1932.0
215.83,515.57,1937.0
215.83,515.65,1941.0
215.83,515.7,2002.0
215.83,515.72,2006.0
215.83,515.74,2012.0
215.83,515.74,2128.0
215.83,515.74,2143.0
215.83,515.76,2148.0
215.83,515.76,2148.0
215.83,515.77,2211.0
215.83,515.78,2236.0
215.83,515.82,2305.0
215.83,515.82,2322.0
215.84,515.82,2325.0
215.84,515.83,2332.0
215.84,515.83,2342.0
215.84,515.86,2399.0
215.84,515.88,2402.0
215.84,515.89,2403.0
215.84,515.89,2422.0
215.84,515.9,2430.0
215.84,515.92,2450.0
215.84,515.92,2524.0
215.84,515.93,2536.0
215.84,515.94,2575.0
215.84,515.96,2585.0
215.84,515.97,2596.0
215.84,515.99,2673.0
215.84,516.0,2793.0
215.84,516.0,2869.0
215.84,516.0,2875.0
215.84,516.03,2916.0
215.84,516.05,2917.0
215.84,516.06,2947.0
215.84,516.07,2948.0
215.85,516.08,2976.0
215.85,516.09,3033.0
215.85,516.1,3034.0
215.85,516.11,3083.0
215.85,516.11,3108.0
215.85,516.12,3110.0
215.85,516.13,3123.0
215.85,516.17,3151.0
215.85,516.2,3208.0
215.85,516.2,3209.0
215.85,516.2,3281.0
215.85,516.2,3497.0
215.85,516.22,3507.0
215.85,516.24,3514.0
215.85,516.24,3531.0
215.85,516.25,3533.0
215.85,516.25,3552.0
215.85,516.26,3558.0
215.86,516.26,4170.0
215.86,516.29,1731.0
215.86,516.32,2000.0
215.86,516.32,2127.0
215.86,516.33,2211.0
215.86,516.35,2226.0
215.86,516.37,2289.0
215.86,516.38,3102.0
215.86,516.39,3103.0
215.86,516.4,3103.0
215.86,516.4,1525.0
215.86,516.43,1597.0
215.86,516.45,1620.0
215.86,516.46,1789.0
215.86,516.48,1932.0
215.86,516.51,2322.0
215.86,516.51,2399.0
215.87,516.53,3110.0
215.87,516.53,1754.0
215.87,516.54,2006.0
215.87,516.56,2430.0
215.87,516.58,2536.0
215.87,516.6,3108.0
215.87,516.63,3151.0
215.87,516.7,2012.0
215.87,516.7,2342.0
215.87,516.71,2793.0
215.87,516.76,4170.0
215.87,516.77,
215.87,516.8,
215.87,516.81,
215.87,516.82,
215.87,516.86,
215.87,516.87,
215.87,516.9,
215.87,516.9,
215.87,516.91,
215.87,516.92,
215.87,516.96,
215.87,517.0,
215.87,517.0,
215.87,517.03,
215.88,517.04,
215.88,517.04,
215.88,517.04,
215.88,517.06,
215.88,517.07,
215.88,517.07,
215.88,517.07,
215.88,517.09,
215.88,517.1,
215.88,517.11,
215.88,517.12,
215.88,517.14,
215.88,517.15,
215.88,517.16,
215.88,517.17,
215.88,517.18,
215.88,517.2,
215.88,517.21,
215.88,517.22,
215.88,517.25,
215.88,517.3,
215.88,517.3,
215.88,517.3,
215.89,517.3,
215.89,517.31,
215.89,517.32,
215.89,517.38,
215.89,517.4,
215.89,517.4,
215.89,517.4,
215.89,517.46,
215.89,517.47,
215.89,517.48,
215.89,517.5,
215.89,517.5,
215.89,517.54,
215.89,517.55,
215.89,517.55,
215.9,517.58,
215.9,517.58,
215.9,517.58,
215.9,517.6,
215.9,517.62,
215.9,517.63,
215.9,517.63,
215.9,517.65,
215.9,517.65,
215.9,517.66,
215.9,517.68,
215.9,517.68,
215.9,517.69,
215.9,517.69,
215.9,517.7,
215.9,517.7,
215.9,517.76,
215.9,517.76,
215.9,517.78,
215.9,517.8,
215.9,517.81,
215.91,517.84,
215.91,517.84,
215.91,517.85,
215.91,517.85,
215.91,517.89,
215.91,517.92,
215.91,517.92,
215.91,517.92,
215.91,517.96,
215.91,517.97,
215.91,517.97,
215.91,517.98,
215.91,518.0,
215.91,518.0,
215.91,518.01,
215.91,518.02,
215.91,518.03,
215.92,518.04,
215.92,518.05,
215.92,518.05,
215.92,518.06,
215.92,518.06,
215.92,518.1,
215.92,518.1,
215.92,518.12,
215.92,518.13,
215.92,518.13,
215.92,518.15,
215.92,518.19,
215.92,518.2,
215.92,518.22,
215.92,518.23,
215.93,518.24,
215.93,518.27,
215.93,518.3,
215.93,518.3,
215.93,518.31,
215.93,518.32,
215.93,518.34,
215.93,518.36,
215.93,518.38,
215.93,518.4,
215.93,518.42,
215.93,518.42,
215.93,518.42,
215.93,518.42,
215.93,518.43,
215.93,518.45,
215.93,518.45,
215.94,518.46,
215.94,518.47,
215.94,518.48,
215.94,518.48,
215.94,518.49,
215.94,518.5,
215.94,518.51,
215.94,518.51,
215.94,518.51,
215.94,518.55,
215.94,518.6,
215.94,518.6,
215.94,518.6,
215.94,518.61,
215.94,518.65,
215.94,518.67,
215.94,518.69,
215.94,518.71,
215.94,518.72,
215.95,518.73,
215.95,518.73,
215.95,518.75,
215.95,518.76,
215.95,518.76,
215.95,518.77,
215.95,518.79,
215.95,518.8,
215.95,518.83,
215.95,518.83,
215.95,518.84,
215.95,518.84,
215.95,518.86,
215.95,518.86,
215.95,518.9,
215.95,518.91,
215.95,518.91,
215.95,518.96,
215.95,518.97,
215.95,518.97,
215.95,518.98,
215.95,518.98,
215.95,518.99,
215.96,519.0,
215.96,519.02,
215.96,519.03,
215.96,519.06,
215.96,519.06,
215.96,519.07,
215.96,519.07,
215.96,519.08,
215.96,519.1,
215.96,519.1,
215.96,519.11,
215.96,519.13,
215.96,519.14,
215.96,519.14,
215.96,519.14,
215.96,519.16,
215.97,519.18,
215.97,519.18,
215.97,519.19,
215.97,519.2,
215.97,519.21,
215.97,519.22,
215.97,519.25,
215.97,519.26,
215.97,519.27,
215.97,519.27,
215.97,519.28,
215.97,519.28,
215.97,519.28,
215.97,519.29,
215.97,519.29,
215.97,519.33,
215.97,519.34,
215.97,519.36,
215.98,519.41,
215.98,519.41,
215.98,519.45,
215.98,519.46,
215.98,519.46,
215.98,519.47,
215.98,519.47,
215.98,519.47,
215.98,519.51,
215.98,519.51,
215.98,519.52,
215.98,519.53,
215.98,519.56,
215.98,519.56,
215.98,519.65,
215.98,519.65,
215.98,519.67,
215.98,519.69,
215.98,519.69,
215.98,519.7,
215.98,519.7,
215.98,519.71,
215.99,519.74,
215.99,519.75,
215.99,519.75,
215.99,519.76,
215.99,519.78,
215.99,519.78,
215.99,519.78,
215.99,519.81,
215.99,519.82,
215.99,519.83,
215.99,519.84,
215.99,519.84,
215.99,519.85,
215.99,519.85,
215.99,519.86,
215.99,519.87,
215.99,519.88,
215.99,519.88,
215.99,519.88,
215.99,519.88,
216.0,519.89,
216.0,519.9,
216.0,519.91,
216.0,519.91,
216.0,519.92,
216.0,519.94,
216.0,519.94,
216.0,519.95,
216.0,519.95,
216.0,519.99,
216.0,519.99,
216.0,520.0,
216.0,520.01,
216.0,520.02,
216.0,520.03,
216.0,520.08,
216.0,520.08,
216.0,520.08,
216.0,520.08,
216.0,520.09,
216.0,520.1,
216.0,520.1,
216.0,520.11,
216.0,520.12,
216.0,520.14,
216.0,520.14,
216.0,520.15,
216.0,520.16,
216.0,520.2,
216.0,520.22,
216.0,520.22,
216.0,520.22,
216.0,520.23,
216.0,520.23,
216.0,520.23,
216.0,520.25,
216.01,520.27,
216.01,520.28,
216.01,520.29,
216.01,520.3,
216.01,520.3,
216.01,520.3,
216.01,520.31,
216.01,520.32,
216.01,520.32,
216.01,520.33,
216.01,520.33,
216.01,520.34,
216.01,520.34,
216.01,520.35,
216.01,520.38,
216.01,520.38,
216.01,520.4,
216.01,520.4,
216.01,520.42,
216.01,520.42,
216.01,520.44,
216.01,520.45,
216.01,520.46,
216.01,520.46,
216.01,520.47,
216.01,520.48,
216.02,520.5,
216.02,520.51,
216.02,520.53,
216.02,520.53,
216.02,520.53,
216.02,520.55,
216.02,520.55,
216.02,520.58,
216.02,520.59,
216.02,520.59,
216.02,520.6,
216.02,520.65,
216.02,520.71,
216.02,520.71,
216.03,520.72,
216.03,520.72,
216.03,520.72,
216.03,520.73,
216.03,520.74,
216.03,520.74,
216.03,520.74,
216.03,520.76,
216.03,520.76,
216.03,520.76,
216.03,520.78,
216.03,520.79,
216.03,520.8,
216.03,520.81,
216.03,520.81,
216.03,520.81,
216.03,520.82,
216.03,520.82,
216.03,520.84,
216.03,520.85,
216.03,520.88,
216.04,520.89,
216.04,520.9,
216.04,520.94,
216.04,520.95,
216.04,520.95,
216.04,520.96,
216.04,520.96,
216.04,520.96,
216.04,520.97,
216.04,520.97,
216.04,520.97,
216.04,520.98,
216.04,520.98,
216.04,520.99,
216.04,520.99,
216.04,521.01,
216.04,521.05,
216.04,521.05,
216.04,521.06,
216.05,521.07,
216.05,521.07,
216.05,521.07,
216.05,521.07,
216.05,521.08,
216.05,521.09,
216.05,521.11,
216.05,521.14,
216.05,521.15,
216.05,521.15,
216.05,521.17,
216.05,521.19,
216.05,521.21,
216.05,521.22,
216.05,521.22,
216.05,521.23,
216.05,521.23,
216.05,521.27,
216.05,521.28,
216.05,521.29,
216.05,521.29,
216.05,521.3,
216.05,521.3,
216.06,521.33,
216.06,521.33,
216.06,521.34,
216.06,521.35,
216.06,521.36,
216.06,521.37,
216.06,521.37,
216.06,521.38,
216.06,521.38,
216.06,521.38,
216.06,521.4,
216.06,521.41,
216.07,521.42,
216.07,521.42,
216.07,521.42,
216.07,521.42,
216.07,521.42,
216.07,521.42,
216.07,521.42,
216.07,521.43,
216.07,521.43,
216.07,521.45,
216.07,521.46,
216.07,521.47,
216.07,521.49,
216.07,521.5,
216.07,521.51,
216.07,521.51,
216.07,521.52,
216.07,521.53,
216.07,521.54,
216.07,521.54,
216.07,521.54,
216.07,521.54,
216.07,521.56,
216.07,521.57,
216.08,521.58,
216.08,521.6,
216.08,521.6,
216.08,521.61,
216.08,521.64,
216.08,521.67,
216.08,521.67,
216.08,521.68,
216.08,521.68,
216.08,521.69,
216.08,521.71,
216.08,521.72,
216.08,521.74,
216.08,521.76,
216.08,521.77,
216.08,521.78,
216.08,521.78,
216.08,521.79,
216.08,521.8,
216.08,521.81,
216.08,521.83,
216.08,521.83,
216.08,521.84,
216.08,521.85,
216.08,521.85,
216.08,521.86,
216.09,521.86,
216.09,521.86,
216.09,521.88,
216.09,521.89,
216.09,521.91,
216.09,521.93,
216.09,521.93,
216.09,521.96,
216.09,521.96,
216.09,521.96,
216.09,521.97,
216.09,521.97,
216.09,521.98,
216.09,521.99,
216.09,521.99,
216.09,522.01,
216.09,522.01,
216.09,522.02,
216.09,522.03,
216.09,522.04,
216.09,522.04,
216.09,522.04,
216.09,522.05,
216.09,522.07,
216.09,522.09,
216.1,522.09,
216.1,522.09,
216.1,522.1,
216.1,522.11,
216.1,522.11,
216.1,522.12,
216.1,522.13,
216.1,522.14,
216.1,522.15,
216.1,522.15,
216.1,522.15,
216.1,522.15,
216.1,522.16,
216.1,522.17,
216.1,522.19,
216.1,522.19,
216.1,522.19,
216.1,522.19,
216.1,522.2,
216.1,522.24,
216.1,522.25,
216.1,522.26,
216.1,522.26,
216.1,522.28,
216.1,522.28,
216.1,522.3,
216.1,522.3,
216.1,522.31,
216.1,522.32,
216.1,522.32,
216.1,522.32,
216.11,522.33,
216.11,522.33,
216.11,522.34,
216.11,522.34,
216.11,522.35,
216.11,522.38,
216.11,522.38,
216.11,522.38,
216.11,522.39,
216.11,522.39,
216.11,522.39,
216.11,522.4,
216.11,522.4,
216.11,522.42,
216.11,522.44,
216.11,522.44,
216.11,522.45,
216.11,522.46,
216.11,522.47,
216.11,522.47,
216.11,522.48,
216.11,522.48,
216.11,522.49,
216.11,522.5,
216.12,522.51,
216.12,522.52,
216.12,522.52,
216.12,522.53,
216.12,522.53,
216.12,522.54,
216.12,522.54,
216.12,522.54,
216.12,522.54,
216.12,522.55,
216.12,522.55,
216.12,522.56,
216.12,522.57,
216.12,522.57,
216.12,522.57,
216.13,522.57,
216.13,522.58,
216.13,522.58,
216.13,522.58,
216.13,522.59,
216.13,522.6,
216.13,522.6,
216.13,522.61,
216.13,522.62,
216.13,522.63,
216.13,522.63,
216.13,522.64,
216.13,522.64,
216.13,522.64,
216.13,522.68,
216.13,522.69,
216.13,522.7,
216.13,522.74,
216.13,522.75,
216.13,522.78,
216.13,522.8,
216.13,522.8,
216.13,522.81,
216.13,522.81,
216.14,522.82,
216.14,522.84,
216.14,522.84,
216.14,522.84,
216.14,522.84,
216.14,522.85,
216.14,522.86,
216.14,522.88,
216.14,522.92,
216.14,522.93,
216.14,522.95,
216.14,522.95,
216.14,522.95,
216.14,522.96,
216.14,522.96,
216.14,522.96,
216.14,522.98,
216.14,522.99,
216.14,522.99,
216.14,522.99,
216.14,523.0,
216.14,523.0,
216.14,523.0,
216.14,523.0,
216.14,523.02,
216.14,523.03,
216.14,523.04,
216.14,523.05,
216.14,523.05,
216.15,523.06,
216.15,523.07,
216.15,523.08,
216.15,523.08,
216.15,523.08,
216.15,523.09,
216.15,523.09,
216.15,523.09,
216.15,523.1,
216.15,523.11,
216.15,523.12,
216.15,523.12,
216.15,523.13,
216.15,523.13,
216.15,523.14,
216.15,523.14,
216.15,523.16,
216.15,523.17,
216.15,523.18,
216.15,523.19,
216.15,523.19,
216.15,523.2,
216.15,523.2,
216.15,523.2,
216.15,523.23,
216.15,523.24,
216.15,523.26,
216.16,523.27,
216.16,523.3,
216.16,523.3,
216.16,523.32,
216.16,523.32,
216.16,523.33,
216.16,523.33,
216.16,523.33,
216.16,523.34,
216.16,523.35,
216.16,523.36,
216.16,523.39,
216.16,523.39,
216.16,523.39,
216.16,523.4,
216.17,523.4,
216.17,523.41,
216.17,523.43,
216.17,523.44,
216.17,523.45,
216.17,523.45,
216.17,523.46,
216.17,523.46,
216.17,523.48,
216.17,523.5,
216.17,523.5,
216.17,523.5,
216.17,523.51,
216.17,523.52,
216.17,523.52,
216.17,523.53,
216.17,523.54,
216.17,523.54,
216.17,523.55,
216.18,523.59,
216.18,523.59,
216.18,523.59,
216.18,523.59,
216.18,523.6,
216.18,523.6,
216.18,523.6,
216.18,523.62,
216.18,523.64,
216.18,523.65,
216.18,523.65,
216.18,523.65,
216.18,523.66,
216.18,523.67,
216.18,523.67,
216.18,523.67,
216.18,523.67,
216.18,523.68,
216.18,523.68,
216.18,523.68,
216.18,523.69,
216.18,523.7,
216.18,523.7,
216.18,523.71,
216.18,523.71,
216.18,523.71,
216.18,523.72,
216.18,523.72,
216.18,523.73,
216.19,523.73,
216.19,523.73,
216.19,523.74,
216.19,523.74,
216.19,523.75,
216.19,523.76,
216.19,523.76,
216.19,523.76,
216.19,523.77,
216.19,523.77,
216.19,523.79,
216.19,523.8,
216.19,523.8,
216.19,523.81,
216.19,523.81,
216.19,523.81,
216.19,523.81,
216.19,523.82,
216.19,523.82,
216.19,523.82,
216.19,523.82,
216.19,523.82,
216.19,523.83,
216.19,523.85,
216.19,523.87,
216.19,523.88,
216.19,523.89,
216.19,523.89,
216.19,523.9,
216.2,523.9,
216.2,523.9,
216.2,523.92,
216.2,523.92,
216.2,523.92,
216.2,523.92,
216.2,523.92,
216.2,523.93,
216.2,523.93,
216.2,523.93,
216.2,523.94,
216.2,523.95,
216.2,523.95,
216.2,523.95,
216.2,523.95,
216.2,523.96,
216.2,523.97,
216.2,523.97,
216.2,523.98,
216.2,523.99,
216.2,524.0,
216.2,524.0,
216.2,524.02,
216.2,524.02,
216.2,524.02,
216.2,524.02,
216.2,524.03,
216.2,524.03,
216.2,524.04,
216.2,524.05,
216.2,524.05,
216.2,524.05,
216.2,524.07,
216.2,524.07,
216.21,524.07,
216.21,524.08,
216.21,524.08,
216.21,524.09,
216.21,524.1,
216.21,524.1,
216.21,524.1,
216.21,524.1,
216.21,524.1,
216.21,524.1,
216.21,524.1,
216.21,524.1,
216.21,524.1,
216.21,524.1,
216.21,524.11,
216.21,524.11,
216.21,524.12,
216.21,524.13,
216.21,524.13,
216.21,524.13,
216.21,524.14,
216.21,524.14,
216.21,524.15,
216.21,524.15,
216.21,524.15,
216.21,524.15,
216.22,524.16,
216.22,524.17,
216.22,524.17,
216.22,524.18,
216.22,524.18,
216.22,524.18,
216.22,524.19,
216.22,524.2,
216.22,524.2,
216.22,524.2,
216.22,524.2,
216.22,524.21,
216.22,524.21,
216.22,524.21,
216.22,524.21,
216.22,524.21,
216.22,524.22,
216.22,524.22,
216.22,524.24,
216.22,524.24,
216.22,524.26,
216.22,524.26,
216.23,524.27,
216.23,524.28,
216.23,524.28,
216.23,524.29,
216.23,524.29,
216.23,524.29,
216.23,524.3,
216.23,524.3,
216.23,524.3,
216.23,524.3,
216.23,524.3,
216.23,524.3,
216.23,524.32,
216.23,524.32,
216.23,524.32,
216.23,524.33,
216.23,524.33,
216.23,524.33,
216.23,524.34,
216.23,524.34,
216.23,524.35,
216.23,524.36,
216.23,524.38,
216.23,524.38,
216.23,524.4,
216.23,524.4,
216.23,524.41,
216.23,524.41,
216.23,524.42,
216.23,524.43,
216.23,524.44,
216.23,524.45,
216.23,524.45,
216.23,524.45,
216.23,524.45,
216.23,524.46,
216.23,524.46,
216.23,524.46,
216.23,524.47,
216.24,524.47,
216.24,524.47,
216.24,524.48,
216.24,524.49,
216.24,524.49,
216.24,524.49,
216.24,524.5,
216.24,524.5,
216.24,524.5,
216.24,524.5,
216.24,524.5,
216.24,524.52,
216.24,524.52,
216.24,524.53,
216.24,524.53,
216.24,524.53,
216.24,524.53,
216.24,524.54,
216.24,524.54,
216.24,524.54,
216.24,524.55,
216.24,524.56,
216.24,524.57,
216.24,524.58,
216.24,524.58,
216.24,524.59,
216.24,524.6,
216.25,524.6,
216.25,524.6,
216.25,524.62,
216.25,524.62,
216.25,524.63,
216.25,524.64,
216.25,524.64,
216.25,524.64,
216.25,524.64,
216.25,524.65,
216.25,524.66,
216.25,524.67,
216.25,524.67,
216.26,524.68,
216.26,524.68,
216.26,524.68,
216.26,524.69,
216.26,524.7,
216.26,524.7,
216.26,524.7,
216.26,524.72,
216.26,524.72,
216.26,524.72,
216.26,524.73,
216.26,524.73,
216.26,524.76,
216.26,524.77,
216.26,524.78,
216.26,524.78,
216.26,524.78,
216.26,524.78,
216.26,524.79,
216.26,524.79,
216.26,524.79,
216.26,524.8,
216.27,524.8,
216.27,524.81,
216.27,524.81,
216.27,524.82,
216.27,524.82,
216.27,524.82,
216.27,524.85,
216.27,524.86,
216.27,524.88,
216.27,524.89,
216.28,524.9,
216.28,524.9,
216.28,524.9,
216.28,524.9,
216.28,524.91,
216.28,524.91,
216.28,524.92,
216.28,524.92,
216.28,524.93,
216.28,524.93,
216.28,524.97,
216.28,524.98,
216.28,524.99,
216.28,,
216.28,,
216.28,,
216.28,,
216.28,,
216.28,,
216.28,,
216.29,,
216.29,,
216.29,,
216.29,,
216.29,,
216.29,,
216.29,,
216.29,,
216.29,,
216.29,,
216.29,,
216.29,,
216.29,,
216.29,,
216.29,,
216.29,,
216.29,,
216.29,,
216.29,,
216.29,,
216.29,,
216.29,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.3,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.31,,
216.32,,
216.32,,
216.32,,
216.32,,
216.32,,
216.32,,
216.32,,
216.32,,
216.32,,
216.32,,
216.32,,
216.32,,
216.32,,
216.32,,
216.32,,
216.32,,
216.32,,
216.32,,
216.32,,
216.32,,
216.32,,
216.32,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.33,,
216.34,,
216.34,,
216.34,,
216.34,,
216.34,,
216.34,,
216.34,,
216.34,,
216.34,,
216.34,,
216.34,,
216.34,,
216.34,,
216.34,,
216.34,,
216.34,,
216.34,,
216.34,,
216.34,,
216.34,,
216.34,,
216.34,,
216.34,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.35,,
216.36,,
216.36,,
216.36,,
216.36,,
216.36,,
216.36,,
216.36,,
216.36,,
216.36,,
216.36,,
216.36,,
216.36,,
216.36,,
216.36,,
216.36,,
216.36,,
216.36,,
216.36,,
216.36,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.37,,
216.38,,
216.38,,
216.38,,
216.38,,
216.38,,
216.38,,
216.38,,
216.38,,
216.38,,
216.38,,
216.38,,
216.38,,
216.38,,
216.38,,
216.38,,
216.38,,
216.38,,
216.38,,
216.38,,
216.38,,
216.38,,
216.39,,
216.39,,
216.39,,
216.39,,
216.39,,
216.39,,
216.39,,
216.39,,
216.39,,
216.39,,
216.39,,
216.39,,
216.39,,
216.39,,
216.39,,
216.39,,
216.39,,
216.39,,
216.39,,
216.39,,
216.39,,
216.39,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.4,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.41,,
216.42,,
216.42,,
216.42,,
216.42,,
216.42,,
216.42,,
216.42,,
216.42,,
216.42,,
216.42,,
216.42,,
216.42,,
216.42,,
216.42,,
216.42,,
216.42,,
216.42,,
216.42,,
216.42,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.43,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.44,,
216.45,,
216.45,,
216.45,,
216.45,,
216.45,,
216.45,,
216.45,,
216.45,,
216.45,,
216.45,,
216.45,,
216.45,,
216.45,,
216.45,,
216.45,,
216.45,,
216.45,,
216.45,,
216.45,,
216.46,,
216.46,,
216.46,,
216.46,,
216.46,,
216.46,,
216.46,,
216.46,,
216.46,,
216.46,,
216.46,,
216.46,,
216.46,,
216.46,,
216.46,,
216.46,,
216.46,,
216.46,,
216.46,,
216.46,,
216.46,,
216.46,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.47,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.48,,
216.49,,
216.49,,
216.49,,
216.49,,
216.49,,
216.49,,
216.49,,
216.49,,
216.49,,
216.49,,
216.49,,
216.49,,
216.49,,
216.49,,
216.49,,
216.49,,
216.49,,
216.49,,
216.49,,
216.49,,
216.49,,
216.49,,
216.49,,
216.5,,
