1500_finish_s,3000_finish_s,5000_finish_s
212.73,459.51,3065.0
212.73,459.51,3068.0
212.73,459.52,3082.0
212.73,459.52,3082.0
212.73,459.52,3083.0
212.74,459.53,3091.0
212.74,459.54,3091.0
212.74,459.55,3108.0
212.74,459.55,3109.0
212.75,459.56,3110.0
212.75,459.57,3129.0
212.75,459.57,3134.0
212.75,459.57,3147.0
212.75,459.58,3169.0
212.75,459.59,3170.0
212.75,459.6,3172.0
212.75,459.6,3184.0
212.76,459.6,3186.0
212.76,459.61,3187.0
212.76,459.61,3204.0
212.76,459.62,3206.0
212.76,459.62,3208.0
212.76,459.63,3210.0
212.77,459.63,3211.0
212.77,459.63,3218.0
212.77,459.63,3238.0
212.77,459.64,3241.0
212.77,459.64,3263.0
212.77,459.65,3268.0
212.78,459.65,3269.0
212.78,459.66,3271.0
212.79,459.69,3271.0
212.79,459.69,3276.0
212.79,459.7,3277.0
212.79,459.7,3291.0
212.8,459.7,3295.0
212.8,459.7,3322.0
212.8,459.7,3328.0
212.8,459.71,3329.0
212.8,459.71,3333.0
212.8,459.72,3360.0
212.81,459.72,3360.0
212.81,459.72,3361.0
212.81,459.73,3365.0
212.81,459.74,3365.0
212.81,459.74,3368.0
212.81,459.75,3374.0
212.81,459.77,3378.0
212.81,459.78,3387.0
212.81,459.78,3396.0
212.81,459.8,3397.0
212.81,459.8,3400.0
212.81,459.8,3412.0
212.81,459.8,3416.0
212.81,459.8,3421.0
212.82,459.81,3422.0
212.82,459.81,3423.0
212.82,459.81,3425.0
212.82,459.82,3429.0
212.82,459.82,3429.0
212.82,459.83,3438.0
212.82,459.84,3440.0
212.82,459.85,3441.0
212.83,459.85,3443.0
212.83,459.86,3451.0
212.83,459.87,3467.0
212.83,459.88,3495.0
212.84,459.88,3496.0
212.84,459.89,3503.0
212.84,459.9,3505.0
212.84,459.91,3513.0
212.84,459.93,3533.0
212.84,459.93,3534.0
212.85,459.94,3535.0
212.85,459.95,3542.0
212.85,459.95,3543.0
212.85,459.96,3544.0
212.85,459.96,3545.0
212.85,459.97,3560.0
212.85,459.97,3560.0
212.85,459.98,3562.0
212.85,459.99,3568.0
212.85,459.99,3588.0
212.85,460.0,3591.0
212.86,460.0,3593.0
212.86,460.0,3594.0
212.86,460.0,3595.0
212.86,460.0,3598.0
212.86,460.0,3599.0
212.86,460.01,3601.0
212.87,460.01,3604.0
212.87,460.01,3673.0
212.87,460.01,3691.0
212.87,460.02,3713.0
212.88,460.02,3714.0
212.88,460.03,3792.0
212.88,460.04,3845.0
212.88,460.05,3846.0
212.88,460.06,3847.0
212.89,460.06,3863.0
212.89,460.06,3864.0
212.89,460.08,3864.0
212.89,460.09,3994.0
212.89,460.09,3996.0
212.89,460.1,3388.0
212.9,460.1,2216.0
212.9,460.1,3145.0
212.9,460.1,2000.0
212.9,460.1,2000.0
212.9,460.11,1427.0
212.9,460.11,1470.0
212.9,460.11,1508.0
212.9,460.11,1532.0
212.9,460.11,1549.0
212.91,460.11,1555.0
212.91,460.13,1555.0
212.91,460.14,1583.0
212.91,460.15,1594.0
212.91,460.15,1598.0
212.92,460.16,1652.0
212.93,460.16,1684.0
212.93,460.16,1732.0
212.93,460.17,1789.0
212.93,460.17,1812.0
212.93,460.18,1816.0
212.93,460.18,1826.0
212.93,460.19,1833.0
212.93,460.2,1864.0
212.93,460.2,1884.0
212.93,460.2,1888.0
212.93,460.2,1907.0
212.93,460.21,1917.0
212.93,460.21,1924.0
212.94,460.21,1939.0
212.94,460.21,1958.0
212.94,460.22,1965.0
212.94,460.22,1966.0
212.94,460.24,1988.0
212.94,460.24,1992.0
212.94,460.25,2015.0
212.94,460.25,2021.0
212.94,460.26,2031.0
212.94,460.26,2056.0
212.94,460.28,2069.0
212.94,460.28,2071.0
212.94,460.28,2079.0
212.94,460.29,2079.0
212.95,460.3,2104.0
212.95,460.3,2107.0
212.95,460.3,2108.0
212.95,460.3,2109.0
212.95,460.3,2120.0
212.95,460.3,2123.0
212.95,460.3,2141.0
212.96,460.3,2149.0
212.96,460.31,2152.0
212.96,460.31,2157.0
212.96,460.31,2165.0
212.96,460.34,2167.0
212.97,460.34,2169.0
212.97,460.34,2178.0
212.97,460.34,2178.0
212.97,460.35,2180.0
212.97,460.36,2184.0
212.97,460.36,2190.0
212.97,460.37,2192.0
212.97,460.37,2194.0
212.97,460.39,2202.0
212.98,460.39,2212.0
212.98,460.39,2213.0
212.98,460.39,2222.0
212.98,460.4,2223.0
212.98,460.41,2223.0
212.98,460.42,2228.0
212.98,460.43,2229.0
212.98,460.43,2233.0
212.99,460.44,2235.0
212.99,460.44,2253.0
212.99,460.46,2253.0
212.99,460.46,2259.0
213.0,460.47,2266.0
213.0,460.47,2278.0
213.0,460.48,2284.0
213.0,460.49,2287.0
213.0,460.49,2287.0
213.0,460.49,2315.0
213.0,460.49,2316.0
213.01,460.49,2317.0
213.01,460.49,2318.0
213.01,460.49,2318.0
213.01,460.49,2327.0
213.01,460.52,2329.0
213.01,460.52,2330.0
213.01,460.55,2333.0
213.01,460.56,2334.0
213.02,460.56,2337.0
213.02,460.56,2337.0
213.02,460.57,2340.0
213.02,460.58,2340.0
213.02,460.58,2341.0
213.02,460.59,2342.0
213.02,460.6,2346.0
213.03,460.62,2349.0
213.03,460.62,2350.0
213.03,460.62,2364.0
213.03,460.63,2368.0
213.03,460.64,2370.0
213.04,460.64,2371.0
213.04,460.65,2371.0
213.04,460.66,2372.0
213.04,460.67,2373.0
213.04,460.67,2374.0
213.04,460.67,2374.0
213.04,460.68,2375.0
213.04,460.69,2380.0
213.04,460.7,2392.0
213.04,460.7,2393.0
213.05,460.71,2393.0
213.05,460.72,2394.0
213.05,460.72,2395.0
213.05,460.72,2400.0
213.05,460.73,2400.0
213.05,460.73,2401.0
213.06,460.74,2402.0
213.06,460.74,2403.0
213.06,460.75,2406.0
213.06,460.75,2407.0
213.06,460.75,2407.0
213.06,460.75,2407.0
213.06,460.75,2410.0
213.07,460.76,2413.0
213.07,460.77,2413.0
213.07,460.77,2413.0
213.07,460.78,2415.0
213.08,460.78,2419.0
213.08,460.79,2424.0
213.08,460.79,2430.0
213.08,460.79,2438.0
213.08,460.82,2460.0
213.09,460.82,2470.0
213.09,460.85,2472.0
213.1,460.86,2473.0
213.1,460.86,2474.0
213.1,460.86,2490.0
213.1,460.88,2491.0
213.1,460.89,2493.0
213.1,460.9,2497.0
213.11,460.9,2508.0
213.11,460.9,2520.0
213.11,460.91,2521.0
213.11,460.91,2525.0
213.11,460.92,2542.0
213.11,460.93,2543.0
213.11,460.93,2548.0
213.12,460.93,2551.0
213.12,460.94,2564.0
213.12,460.96,2570.0
213.12,460.96,2573.0
213.12,460.97,2574.0
213.12,460.97,2577.0
213.12,460.97,2578.0
213.12,460.98,2578.0
213.12,460.98,2579.0
213.12,460.98,2581.0
213.12,460.99,2582.0
213.13,461.0,2585.0
213.13,461.0,2592.0
213.13,461.0,2595.0
213.13,461.02,2595.0
213.14,461.02,2597.0
213.14,461.02,2603.0
213.14,461.03,2608.0
213.14,461.03,2621.0
213.14,461.03,2622.0
213.14,461.03,2633.0
213.15,461.04,2633.0
213.15,461.04,2641.0
213.15,461.04,2653.0
213.15,461.05,2654.0
213.15,461.05,2660.0
213.16,461.06,2660.0
213.16,461.06,2662.0
213.16,461.07,2664.0
213.16,461.07,2673.0
213.16,461.08,2676.0
213.16,461.09,2679.0
213.16,461.1,2683.0
213.16,461.1,2685.0
213.16,461.11,2689.0
213.17,461.11,2690.0
213.17,461.12,2691.0
213.17,461.14,2695.0
213.18,461.15,2702.0
213.18,461.16,2708.0
213.18,461.17,2708.0
213.18,461.17,2714.0
213.18,461.18,2719.0
213.18,461.18,2723.0
213.18,461.19,2723.0
213.19,461.19,2727.0
213.19,461.2,2730.0
213.2,461.2,2735.0
213.2,461.2,2736.0
213.2,461.2,2737.0
213.2,461.2,2743.0
213.2,461.2,2755.0
213.2,461.21,2756.0
213.2,461.21,2757.0
213.2,461.21,2758.0
213.2,461.22,2759.0
213.2,461.23,2762.0
213.2,461.24,2768.0
213.2,461.25,2780.0
213.21,461.26,2784.0
213.21,461.26,2789.0
213.21,461.27,2791.0
213.21,461.27,2794.0
213.21,461.27,2795.0
213.21,461.28,2796.0
213.21,461.29,2807.0
213.22,461.3,2809.0
213.22,461.3,2811.0
213.22,461.3,2816.0
213.22,461.3,2817.0
213.22,461.3,2817.0
213.22,461.3,2823.0
213.22,461.3,2829.0
213.22,461.31,2830.0
213.22,461.31,2830.0
213.23,461.31,2834.0
213.23,461.33,2835.0
213.23,461.35,2858.0
213.23,461.35,2858.0
213.23,461.36,2860.0
213.24,461.36,2862.0
213.24,461.37,2862.0
213.24,461.37,2865.0
213.24,461.37,2871.0
213.25,461.38,2872.0
213.25,461.38,2872.0
213.25,461.38,2882.0
213.25,461.38,2885.0
213.25,461.38,2886.0
213.25,461.39,2892.0
213.25,461.4,2907.0
213.26,461.4,2907.0
213.26,461.4,2910.0
213.26,461.4,2913.0
213.26,461.41,2914.0
213.26,461.41,2922.0
213.26,461.41,2930.0
213.27,461.41,2936.0
213.27,461.41,2944.0
213.27,461.42,2944.0
213.27,461.42,2944.0
213.27,461.42,2947.0
213.27,461.42,2949.0
213.27,461.43,2951.0
213.28,461.43,2955.0
213.28,461.44,2957.0
213.28,461.45,2962.0
213.28,461.45,2962.0
213.28,461.46,2962.0
213.28,461.46,2971.0
213.28,461.46,2972.0
213.29,461.48,2976.0
213.29,461.48,2976.0
213.29,461.48,2980.0
213.29,461.49,2980.0
213.29,461.49,2981.0
213.29,461.5,2981.0
213.29,461.5,2984.0
213.3,461.5,2998.0
213.3,461.5,3001.0
213.3,461.5,3003.0
213.3,461.5,3011.0
213.3,461.5,3020.0
213.3,461.51,3024.0
213.3,461.52,3025.0
213.3,461.52,3028.0
213.3,461.53,3031.0
213.3,461.54,3036.0
213.3,461.54,3036.0
213.3,461.54,3043.0
213.3,461.54,3046.0
213.31,461.55,3048.0
213.31,461.55,3054.0
213.31,461.55,3055.0
213.31,461.56,3069.0
213.31,461.56,3070.0
213.31,461.56,3076.0
213.31,461.57,3080.0
213.31,461.57,3085.0
213.32,461.57,3086.0
213.32,461.57,3087.0
213.32,461.59,3089.0
213.32,461.59,3091.0
213.32,461.6,3099.0
213.32,461.6,3102.0
213.32,461.6,3106.0
213.32,461.6,3117.0
213.33,461.6,3117.0
213.33,461.6,3118.0
213.33,461.61,3121.0
213.33,461.61,3124.0
213.33,461.61,3125.0
213.33,461.61,3130.0
213.33,461.62,3134.0
213.33,461.62,3135.0
213.33,461.63,3137.0
213.33,461.64,3142.0
213.33,461.64,3146.0
213.34,461.65,3146.0
213.34,461.67,3149.0
213.34,461.68,3156.0
213.34,461.69,3169.0
213.34,461.69,3173.0
213.34,461.69,3173.0
213.34,461.69,3173.0
213.34,461.71,3174.0
213.34,461.71,3179.0
213.34,461.71,3185.0
213.34,461.72,3190.0
213.34,461.72,3194.0
213.34,461.73,3215.0
213.35,461.73,3215.0
213.35,461.74,3218.0
213.36,461.74,3218.0
213.36,461.74,3219.0
213.36,461.75,3225.0
213.36,461.75,3228.0
213.36,461.76,3232.0
213.36,461.76,3239.0
213.36,461.77,3240.0
213.36,461.78,3250.0
213.37,461.78,3251.0
213.37,461.78,3252.0
213.37,461.78,3255.0
213.37,461.78,3259.0
213.37,461.79,3259.0
213.37,461.79,3266.0
213.37,461.79,3266.0
213.38,461.8,3267.0
213.38,461.8,3267.0
213.38,461.8,3274.0
213.38,461.8,3275.0
213.38,461.8,3279.0
213.38,461.81,3281.0
213.38,461.82,3282.0
213.38,461.83,3285.0
213.38,461.83,3286.0
213.38,461.83,3292.0
213.39,461.83,3309.0
213.39,461.83,3309.0
213.39,461.84,3311.0
213.39,461.84,3314.0
213.39,461.85,3317.0
213.39,461.85,3318.0
213.39,461.86,3323.0
213.39,461.86,3324.0
213.4,461.87,3327.0
213.4,461.87,3328.0
213.4,461.87,3331.0
213.4,461.87,3333.0
213.4,461.88,3334.0
213.4,461.88,3334.0
213.4,461.88,3335.0
213.4,461.89,3338.0
213.4,461.89,3343.0
213.4,461.9,3351.0
213.4,461.9,3352.0
213.4,461.9,3352.0
213.41,461.9,3354.0
213.41,461.9,3369.0
213.41,461.92,3372.0
213.41,461.92,3373.0
213.41,461.92,3373.0
213.41,461.92,3374.0
213.41,461.92,3376.0
213.41,461.93,3379.0
213.41,461.93,3382.0
213.41,461.93,3392.0
213.42,461.94,3395.0
213.42,461.94,3397.0
213.42,461.94,3399.0
213.42,461.95,3400.0
213.42,461.95,3403.0
213.42,461.95,3405.0
213.42,461.95,3408.0
213.42,461.95,3409.0
213.43,461.95,3413.0
213.43,461.97,3414.0
213.43,461.97,3415.0
213.43,461.98,3415.0
213.43,461.98,3417.0
213.43,461.99,3418.0
213.43,461.99,3419.0
213.43,462.0,3422.0
213.44,462.0,3424.0
213.44,462.0,3425.0
213.44,462.0,3427.0
213.44,462.0,3436.0
213.45,462.0,3445.0
213.45,462.01,3456.0
213.45,462.02,3463.0
213.45,462.02,3464.0
213.45,462.03,3469.0
213.45,462.04,3471.0
213.45,462.05,3474.0
213.45,462.05,3476.0
213.46,462.05,3483.0
213.46,462.05,3484.0
213.46,462.06,3488.0
213.46,462.06,3490.0
213.46,462.08,3490.0
213.46,462.08,3491.0
213.47,462.08,3492.0
213.47,462.08,3492.0
213.47,462.09,3493.0
213.47,462.1,3495.0
213.47,462.1,3496.0
213.47,462.1,3498.0
213.47,462.1,3500.0
213.47,462.11,3506.0
213.48,462.11,3507.0
213.48,462.11,3512.0
213.48,462.12,3514.0
213.48,462.12,3514.0
213.49,462.13,3515.0
213.49,462.14,3517.0
213.49,462.14,3520.0
213.49,462.14,3520.0
213.5,462.15,3521.0
213.5,462.15,3550.0
213.5,462.15,3552.0
213.5,462.16,3556.0
213.5,462.16,3578.0
213.5,462.16,3579.0
213.5,462.16,3581.0
213.5,462.17,3582.0
213.51,462.18,3584.0
213.51,462.18,3592.0
213.51,462.18,3593.0
213.51,462.19,3604.0
213.51,462.19,3607.0
213.51,462.19,3617.0
213.51,462.19,3625.0
213.51,462.19,3628.0
213.51,462.2,3635.0
213.51,462.2,3639.0
213.51,462.2,3642.0
213.52,462.21,3643.0
213.52,462.21,3652.0
213.52,462.21,3657.0
213.52,462.22,3660.0
213.52,462.22,3661.0
213.52,462.22,3661.0
213.53,462.22,3662.0
213.53,462.23,3663.0
213.53,462.23,3664.0
213.53,462.24,3665.0
213.53,462.24,3666.0
213.53,462.24,3671.0
213.53,462.24,3671.0
213.53,462.24,3676.0
213.53,462.25,3678.0
213.54,462.26,3680.0
213.54,462.26,3698.0
213.54,462.26,3700.0
213.54,462.27,3700.0
213.54,462.27,3703.0
213.54,462.29,3710.0
213.54,462.3,3711.0
213.54,462.3,3717.0
213.54,462.3,3723.0
213.54,462.3,3726.0
213.54,462.3,3726.0
213.55,462.31,3727.0
213.55,462.32,3728.0
213.55,462.32,3733.0
213.55,462.32,3733.0
213.56,462.33,3734.0
213.56,462.35,3736.0
213.56,462.35,3736.0
213.56,462.35,3738.0
213.56,462.36,3738.0
213.56,462.37,3739.0
213.56,462.38,3742.0
213.57,462.38,3742.0
213.57,462.38,3744.0
213.57,462.38,3750.0
213.58,462.39,3751.0
213.58,462.39,3752.0
213.58,462.39,3759.0
213.58,462.4,3776.0
213.58,462.4,3776.0
213.58,462.4,3780.0
213.58,462.4,3784.0
213.58,462.4,3786.0
213.59,462.41,3794.0
213.59,462.41,3799.0
213.59,462.42,3807.0
213.59,462.42,3815.0
213.59,462.42,3827.0
213.59,462.42,3828.0
213.59,462.42,3828.0
213.59,462.43,3828.0
213.59,462.44,3828.0
213.59,462.44,3828.0
213.59,462.45,3830.0
213.59,462.46,3833.0
213.59,462.47,3840.0
213.6,462.47,3857.0
213.6,462.47,3861.0
213.6,462.49,3880.0
213.6,462.49,3890.0
213.6,462.49,3890.0
213.6,462.5,3892.0
213.6,462.5,3893.0
213.6,462.5,3895.0
213.6,462.51,3899.0
213.6,462.51,3902.0
213.6,462.51,3903.0
213.6,462.52,3903.0
213.6,462.52,3903.0
213.61,462.52,3905.0
213.61,462.53,3908.0
213.61,462.53,3912.0
213.61,462.53,3922.0
213.61,462.53,3923.0
213.61,462.54,3924.0
213.61,462.55,3927.0
213.61,462.55,3927.0
213.61,462.55,3928.0
213.61,462.56,3931.0
213.61,462.57,3932.0
213.61,462.57,3935.0
213.61,462.58,3935.0
213.61,462.58,3938.0
213.62,462.58,3940.0
213.62,462.58,3940.0
213.62,462.58,3946.0
213.62,462.59,3950.0
213.62,462.6,3952.0
213.62,462.6,3954.0
213.62,462.6,3958.0
213.63,462.6,3962.0
213.63,462.6,3967.0
213.63,462.6,3971.0
213.63,462.61,3973.0
213.63,462.61,3973.0
213.63,462.62,3976.0
213.64,462.63,3979.0
213.64,462.64,3981.0
213.64,462.64,3984.0
213.64,462.64,4001.0
213.64,462.65,4018.0
213.64,462.65,4020.0
213.64,462.65,4021.0
213.64,462.65,4022.0
213.64,462.66,4023.0
213.64,462.67,4027.0
213.64,462.67,4031.0
213.65,462.68,4035.0
213.65,462.68,4038.0
213.65,462.69,4046.0
213.65,462.69,4051.0
213.65,462.7,4052.0
213.65,462.7,4052.0
213.66,462.71,4059.0
213.66,462.71,4061.0
213.66,462.72,4062.0
213.66,462.72,4063.0
213.66,462.73,4064.0
213.66,462.73,4067.0
213.66,462.75,4067.0
213.66,462.75,4067.0
213.67,462.75,4072.0
213.67,462.76,4073.0
213.67,462.76,4087.0
213.67,462.76,4092.0
213.67,462.76,4092.0
213.67,462.77,4094.0
213.67,462.77,4097.0
213.67,462.78,4098.0
213.67,462.78,4098.0
213.67,462.78,4098.0
213.67,462.8,4101.0
213.67,462.8,4109.0
213.67,462.8,4110.0
213.67,462.8,4112.0
213.67,462.81,4115.0
213.68,462.81,4116.0
213.68,462.81,4119.0
213.68,462.82,4120.0
213.68,462.82,4121.0
213.68,462.82,4122.0
213.68,462.83,4123.0
213.68,462.83,4127.0
213.68,462.83,4127.0
213.68,462.84,4127.0
213.68,462.85,4128.0
213.68,462.85,4128.0
213.69,462.85,4129.0
213.69,462.86,4131.0
213.69,462.86,4136.0
213.69,462.86,4138.0
213.69,462.88,4142.0
213.69,462.88,4142.0
213.69,462.89,4145.0
213.69,462.9,4145.0
213.69,462.9,4152.0
213.69,462.91,4153.0
213.7,462.92,4153.0
213.7,462.92,4163.0
213.7,462.92,4163.0
213.7,462.92,4172.0
213.7,462.93,4184.0
213.7,462.93,4185.0
213.7,462.93,4185.0
213.7,462.93,4186.0
213.7,462.94,4186.0
213.7,462.94,4187.0
213.7,462.94,4196.0
213.7,462.94,4200.0
213.7,462.95,4201.0
213.7,462.95,4203.0
213.7,462.96,4219.0
213.7,462.96,4224.0
213.71,462.96,4225.0
213.71,462.97,4226.0
213.71,462.98,4226.0
213.71,462.98,4230.0
213.71,462.98,4233.0
213.71,462.99,4234.0
213.71,462.99,4241.0
213.71,462.99,4242.0
213.71,462.99,4244.0
213.71,462.99,4246.0
213.71,462.99,4247.0
213.71,463.0,4247.0
213.72,463.0,4249.0
213.72,463.0,4251.0
213.72,463.0,4252.0
213.72,463.0,4253.0
213.72,463.0,4264.0
213.72,463.0,4265.0
213.72,463.0,4266.0
213.73,463.0,4267.0
213.73,463.01,4273.0
213.73,463.01,4279.0
213.73,463.01,4281.0
213.73,463.01,4282.0
213.73,463.01,4292.0
213.73,463.02,4293.0
213.73,463.02,4312.0
213.73,463.03,4314.0
213.73,463.03,4318.0
213.73,463.04,4321.0
213.73,463.04,4321.0
213.74,463.04,4322.0
213.74,463.06,4328.0
213.74,463.07,4329.0
213.74,463.08,4340.0
213.74,463.08,4341.0
213.74,463.09,4345.0
213.74,463.09,4356.0
213.75,463.09,4357.0
213.75,463.1,4357.0
213.75,463.1,4364.0
213.75,463.1,4367.0
213.76,463.1,4368.0
213.76,463.1,4369.0
213.76,463.1,4373.0
213.76,463.11,4376.0
213.76,463.11,4377.0
213.77,463.11,4379.0
213.77,463.12,4384.0
213.77,463.12,4385.0
213.77,463.12,4402.0
213.78,463.13,4403.0
213.78,463.13,4404.0
213.78,463.13,4406.0
213.78,463.14,4407.0
213.78,463.14,4414.0
213.78,463.15,4414.0
213.78,463.15,4415.0
213.78,463.15,4418.0
213.78,463.16,4423.0
213.78,463.17,4433.0
213.78,463.17,4434.0
213.78,463.17,4437.0
213.78,463.18,4437.0
213.78,463.18,4438.0
213.79,463.19,4439.0
213.79,463.2,4441.0
213.79,463.2,4441.0
213.79,463.2,4442.0
213.79,463.2,4443.0
213.79,463.2,4443.0
213.79,463.2,4444.0
213.8,463.2,4452.0
213.8,463.21,4466.0
213.8,463.22,4467.0
213.8,463.22,4471.0
213.8,463.22,4471.0
213.8,463.23,4474.0
213.8,463.23,4476.0
213.8,463.24,4479.0
213.8,463.24,4484.0
213.8,463.24,4485.0
213.8,463.24,4493.0
213.8,463.24,4493.0
213.8,463.25,4500.0
213.81,463.26,4501.0
213.81,463.26,4501.0
213.81,463.26,4502.0
213.81,463.27,4506.0
213.81,463.28,4507.0
213.81,463.28,4508.0
213.81,463.28,4510.0
213.81,463.28,4517.0
213.81,463.28,4518.0
213.82,463.28,4519.0
213.82,463.29,4520.0
213.82,463.3,4530.0
213.82,463.3,4532.0
213.82,463.3,4541.0
213.82,463.3,4544.0
213.82,463.3,4544.0
213.82,463.31,4558.0
213.82,463.31,4577.0
213.83,463.31,4580.0
213.83,463.32,4580.0
213.83,463.32,4583.0
213.83,463.33,4584.0
213.83,463.33,4585.0
213.83,463.34,4585.0
213.83,463.35,4586.0
213.84,463.35,4588.0
213.84,463.36,4621.0
213.84,463.36,4621.0
213.84,463.36,4625.0
213.84,463.37,4627.0
213.84,463.37,4628.0
213.84,463.38,4630.0
213.84,463.38,4634.0
213.84,463.38,4637.0
213.85,463.39,4638.0
213.85,463.39,4661.0
213.85,463.4,4661.0
213.85,463.4,4667.0
213.85,463.4,4676.0
213.85,463.41,4683.0
213.85,463.41,4686.0
213.85,463.42,4689.0
213.85,463.42,4691.0
213.85,463.42,4692.0
213.86,463.42,4703.0
213.86,463.44,1572.0
213.86,463.44,1736.0
213.86,463.45,1847.0
213.86,463.45,1852.0
213.86,463.46,2616.0
213.86,463.46,3130.0
213.86,463.46,1178.0
213.87,463.47,1212.0
213.87,463.47,1239.0
213.87,463.48,1243.0
213.87,463.48,1262.0
213.87,463.48,1287.0
213.87,463.48,1302.0
213.87,463.49,1326.0
213.87,463.5,1341.0
213.87,463.5,1357.0
213.87,463.5,1388.0
213.87,463.5,1411.0
213.88,463.5,1426.0
213.88,463.51,1459.0
213.88,463.51,1495.0
213.88,463.51,1501.0
213.89,463.52,1521.0
213.89,463.53,1524.0
213.89,463.53,1529.0
213.89,463.53,1557.0
213.89,463.54,1560.0
213.89,463.54,1571.0
213.89,463.54,1572.0
213.89,463.56,1597.0
213.89,463.57,1612.0
213.89,463.57,1613.0
213.89,463.57,1624.0
213.89,463.57,1634.0
213.9,463.57,1636.0
213.9,463.57,1638.0
213.9,463.58,1652.0
213.9,463.59,1659.0
213.9,463.59,1661.0
213.9,463.59,1663.0
213.9,463.59,1673.0
213.9,463.6,1677.0
213.9,463.6,1681.0
213.9,463.6,1684.0
213.9,463.6,1699.0
213.9,463.61,1718.0
213.9,463.61,1725.0
213.9,463.62,1730.0
213.91,463.62,1736.0
213.91,463.62,1744.0
213.91,463.63,1750.0
213.91,463.63,1766.0
213.91,463.63,1766.0
213.91,463.63,1767.0
213.91,463.64,1772.0
213.91,463.65,1775.0
213.92,463.65,1776.0
213.92,463.65,1781.0
213.92,463.65,1785.0
213.92,463.66,1786.0
213.92,463.66,1789.0
213.92,463.66,1790.0
213.92,463.67,1795.0
213.92,463.67,1797.0
213.92,463.67,1798.0
213.92,463.67,1810.0
213.92,463.67,1810.0
213.93,463.68,1813.0
213.93,463.69,1817.0
213.93,463.7,1828.0
213.93,463.7,1830.0
213.93,463.7,1836.0
213.93,463.7,1846.0
213.93,463.7,1852.0
213.93,463.71,1852.0
213.93,463.73,1853.0
213.93,463.73,1853.0
213.93,463.73,1877.0
213.94,463.73,1878.0
213.94,463.73,1878.0
213.94,463.74,1880.0
213.94,463.74,1894.0
213.94,463.74,1898.0
213.94,463.75,1910.0
213.94,463.76,1920.0
213.94,463.76,1923.0
213.95,463.76,1923.0
213.95,463.76,1928.0
213.95,463.77,1932.0
213.95,463.77,1941.0
213.95,463.78,1949.0
213.95,463.79,1965.0
213.95,463.79,1974.0
213.95,463.79,1976.0
213.95,463.79,1983.0
213.95,463.8,1985.0
213.95,463.8,1995.0
213.96,463.81,2010.0
213.96,463.81,2012.0
213.96,463.81,2016.0
213.96,463.82,2026.0
213.96,463.82,2036.0
213.96,463.82,2065.0
213.96,463.82,2080.0
213.96,463.83,2084.0
213.96,463.84,2085.0
213.96,463.84,2086.0
213.96,463.84,2094.0
213.96,463.84,2096.0
213.96,463.85,2105.0
213.97,463.85,2112.0
213.97,463.85,2147.0
213.97,463.85,2157.0
213.97,463.86,2174.0
213.97,463.86,2184.0
213.97,463.87,2192.0
213.97,463.88,2207.0
213.97,463.88,2213.0
213.98,463.88,2215.0
213.98,463.89,2223.0
213.98,463.89,2225.0
213.98,463.89,2225.0
213.98,463.9,2228.0
213.98,463.9,2230.0
213.98,463.9,2231.0
213.98,463.9,2246.0
213.99,463.9,2248.0
213.99,463.91,2282.0
213.99,463.92,2286.0
213.99,463.92,2288.0
213.99,463.93,2300.0
213.99,463.93,2316.0
213.99,463.94,2316.0
213.99,463.94,2332.0
213.99,463.94,2334.0
213.99,463.94,2337.0
213.99,463.94,2352.0
213.99,463.94,2363.0
213.99,463.95,2363.0
213.99,463.95,2372.0
213.99,463.95,2376.0
213.99,463.95,2414.0
213.99,463.96,2415.0
213.99,463.96,2415.0
213.99,463.97,2417.0
213.99,463.97,2427.0
214.0,463.98,2483.0
214.0,463.98,2524.0
214.0,463.98,2536.0
214.0,463.98,2543.0
214.0,463.98,2544.0
214.0,463.99,2555.0
214.0,463.99,2556.0
214.0,463.99,2570.0
214.0,464.0,2575.0
214.0,464.0,2589.0
214.0,464.0,2589.0
214.0,464.01,2597.0
214.0,464.01,2614.0
214.0,464.01,2615.0
214.0,464.01,2615.0
214.0,464.02,2615.0
214.0,464.03,2615.0
214.01,464.04,2615.0
214.01,464.04,2615.0
214.01,464.04,2618.0
214.01,464.05,2624.0
214.01,464.05,2630.0
214.01,464.06,2657.0
214.01,464.06,2658.0
214.01,464.06,2663.0
214.01,464.06,2674.0
214.01,464.07,2708.0
214.02,464.07,2773.0
214.02,464.07,2793.0
214.02,464.07,2808.0
214.02,464.08,2808.0
214.02,464.08,2808.0
214.02,464.08,2813.0
214.02,464.08,2821.0
214.02,464.09,2904.0
214.03,464.1,2969.0
214.03,464.1,2984.0
214.03,464.1,2984.0
214.03,464.1,2989.0
214.03,464.11,2995.0
214.03,464.12,2995.0
214.03,464.12,3018.0
214.03,464.12,3049.0
214.03,464.12,3060.0
214.04,464.13,3061.0
214.04,464.13,3061.0
214.04,464.14,3084.0
214.04,464.14,3085.0
214.04,464.15,3085.0
214.04,464.15,3085.0
214.04,464.15,3145.0
214.04,464.15,3146.0
214.05,464.16,3147.0
214.05,464.16,3228.0
214.05,464.16,3451.0
214.05,464.17,3541.0
214.05,464.17,3542.0
214.05,464.18,967.0
214.05,464.19,1048.0
214.05,464.19,1053.0
214.05,464.2,1151.0
214.05,464.2,1245.0
214.05,464.2,1253.0
214.05,464.2,1299.0
214.05,464.2,1317.0
214.05,464.2,1390.0
214.05,464.2,1414.0
214.05,464.2,1419.0
214.06,464.2,1480.0
214.06,464.21,1482.0
